timestamp,datetime,value,labels
1777005167,2026-04-24 04:32:47 UTC,0.772222222035964,instance=192.168.10.183:9100
1777005182,2026-04-24 04:33:02 UTC,1.2444444440512257,instance=192.168.10.183:9100
1777005197,2026-04-24 04:33:17 UTC,1.4499999999275701,instance=192.168.10.183:9100
1777005212,2026-04-24 04:33:32 UTC,1.7388888890855156,instance=192.168.10.183:9100
1777005227,2026-04-24 04:33:47 UTC,1.4944444449308207,instance=192.168.10.183:9100
1777005242,2026-04-24 04:34:02 UTC,1.6111111113180812,instance=192.168.10.183:9100
1777005257,2026-04-24 04:34:17 UTC,1.699999999772345,instance=192.168.10.183:9100
1777005272,2026-04-24 04:34:32 UTC,1.7666666665011093,instance=192.168.10.183:9100
1777005287,2026-04-24 04:34:47 UTC,1.666666666407977,instance=192.168.10.183:9100
1777005302,2026-04-24 04:35:02 UTC,1.6722222223567655,instance=192.168.10.183:9100
1777005317,2026-04-24 04:35:17 UTC,1.599999999679227,instance=192.168.10.183:9100
1777005332,2026-04-24 04:35:32 UTC,1.7111111114112276,instance=192.168.10.183:9100
1777005347,2026-04-24 04:35:47 UTC,1.6222222221808522,instance=192.168.10.183:9100
1777005362,2026-04-24 04:36:02 UTC,1.7111111114112134,instance=192.168.10.183:9100
1777005377,2026-04-24 04:36:17 UTC,1.6944444443409736,instance=192.168.10.183:9100
1777005392,2026-04-24 04:36:32 UTC,1.744444444516887,instance=192.168.10.183:9100
1777005407,2026-04-24 04:36:47 UTC,1.666666666407977,instance=192.168.10.183:9100
1777005422,2026-04-24 04:37:02 UTC,1.688888889168311,instance=192.168.10.183:9100
1777005437,2026-04-24 04:37:17 UTC,1.6055555556280012,instance=192.168.10.183:9100
1777005452,2026-04-24 04:37:32 UTC,1.6499999998551402,instance=192.168.10.183:9100
1777005467,2026-04-24 04:37:47 UTC,1.5888888885577614,instance=192.168.10.183:9100
